1,1,1041.8050537109375,549.7841796875,200.1099853515625,469.74603271484375,1,-1,-1,-1
2,1,1045.9862485818662,540.2085354387267,203.23091132186917,477.1680918291581,1,-1,-1,-1
3,1,1050.8370231665021,534.7338853064878,206.57675474814778,485.56132200986474,1,-1,-1,-1
4,1,1052.1126437918167,531.8951173243337,208.69956541150017,491.09039418255344,1,-1,-1,-1
4,2,919.5804498482888,309.1000366210937,264.6639171979535,531.1732421875,1,-1,-1,-1
5,1,1057.321497611352,535.7213734134814,209.27546764602707,493.3729024663545,1,-1,-1,-1
5,2,897.126172574767,298.0591435242754,272.75221520939334,548.4978616645454,1,-1,-1,-1
6,1,1061.0539536315614,536.770478472948,205.62757016670443,485.4102120224061,1,-1,-1,-1
6,2,876.5804779552643,289.9066942044091,279.2150925301214,563.8590816045636,1,-1,-1,-1
7,1,1066.777295821419,535.3366959583478,205.08147693151494,485.5649011466863,1,-1,-1,-1
7,2,854.4841971539201,284.52489571947007,282.19269889169925,573.5915046489393,1,-1,-1,-1
8,1,1075.880203340628,532.4203056835894,190.51497634102577,451.6968079838197,1,-1,-1,-1
8,2,836.1908750529365,274.4832193927986,285.6979970890376,585.0086803399644,1,-1,-1,-1
9,1,1083.6746000330295,529.6589338785195,185.31571688089699,441.8849214607676,1,-1,-1,-1
9,2,809.526859285032,271.265763994525,289.2744880009164,596.5638498388897,1,-1,-1,-1
10,1,1088.4569298621304,529.258633909497,179.29301743879205,429.13503444182334,1,-1,-1,-1
10,2,786.441449404158,265.62506897694504,289.1813367638739,601.7028788185169,1,-1,-1,-1
11,1,1089.0837619600486,530.7037125298077,179.26917992874138,430.6896390525659,1,-1,-1,-1
11,2,764.397712731624,264.0177463910542,289.84902912937736,610.8745570313722,1,-1,-1,-1
12,1,1090.2698509615748,529.397073695317,176.81879103130163,425.83132883260294,1,-1,-1,-1
12,2,741.9381511943532,258.82060908871745,291.6363947894264,624.6050450273096,1,-1,-1,-1
13,1,1091.5959056503505,526.3376017199134,173.62666524396934,419.53237978425466,1,-1,-1,-1
13,2,711.8419412730052,250.73315120859974,298.9722557855592,651.8636019216511,1,-1,-1,-1
14,1,1087.9319632771644,521.7518823961016,171.47790532247734,415.1878313254541,1,-1,-1,-1
14,2,681.4303386838781,246.90117363068066,303.9969949656271,672.5341510129956,1,-1,-1,-1
15,1,1082.032527088414,516.8699504809894,169.93682496686935,411.2012310267735,1,-1,-1,-1
15,2,652.2632260531634,243.67730011873755,304.8341522515556,683.4208326908677,1,-1,-1,-1
16,1,1079.4513812798714,514.9782843477788,169.4299627388051,409.68247205445215,1,-1,-1,-1
16,2,625.7924221751949,244.9736872041167,299.7846156489825,683.0280608721525,1,-1,-1,-1
17,1,1073.7633461056407,515.6467845385228,169.1194671053074,406.66166660025794,1,-1,-1,-1
17,2,594.9538960968509,251.07591741432407,294.4559866012729,680.112466186011,1,-1,-1,-1
18,1,1067.2481642576297,517.6919048136597,168.36273599576816,401.904072370906,1,-1,-1,-1
18,2,561.0932344788696,253.35393744850296,291.28195764182385,679.9577527919396,1,-1,-1,-1
19,2,519.4691040045033,252.82839608812645,293.98832246984966,691.595769973719,1,-1,-1,-1
20,2,478.0262252379651,253.78284981712812,301.64231432109784,711.7768340768938,1,-1,-1,-1
20,1,1038.4833239304544,517.3536732362661,164.4681327907315,391.1200422983958,1,-1,-1,-1
21,2,435.52201814079126,249.90622559618447,312.9025672324426,737.4075575655537,1,-1,-1,-1
21,1,1022.3983385930893,512.8327591658268,163.9375185342663,390.5564074973774,1,-1,-1,-1
22,2,399.3708178236104,241.44342024793104,321.964125629292,760.6382216133543,1,-1,-1,-1
22,1,1008.4420905735667,511.7085106761163,162.08064038908333,388.7781859345183,1,-1,-1,-1
23,2,364.8122143050067,234.6981365862472,322.79674670038975,767.9157771060668,1,-1,-1,-1
23,1,998.7464741176858,511.000661249372,161.1887719353419,389.2170422251522,1,-1,-1,-1
24,2,321.57754487014336,221.30010761497908,329.43881370400493,791.938167664021,1,-1,-1,-1
24,1,986.2411139394189,512.6489266421559,159.80332001341947,386.0682357582455,1,-1,-1,-1
25,2,276.67057997143627,207.64570146072379,344.05275611603685,836.6911081518251,1,-1,-1,-1
26,2,224.94646746512802,198.77782808307836,365.36780435378193,896.9626478703628,1,-1,-1,-1
27,2,180.6831370372683,189.46605390015986,378.4561652778674,932.359395673081,1,-1,-1,-1
28,2,138.70727807223162,192.32006117473867,380.3945818845345,933.1263416396781,1,-1,-1,-1
28,1,912.3853228885141,510.21245008391776,156.41073801001986,379.20310606241117,1,-1,-1,-1
29,2,96.31594148825266,205.2020706990865,380.6008763350215,927.4223098173007,1,-1,-1,-1
29,1,889.0622663491562,507.8280103873796,158.6977884338095,383.0649316707385,1,-1,-1,-1
30,2,58.14593204726799,221.97872850613857,380.3404456663198,919.937743298268,1,-1,-1,-1
30,1,871.3766942828886,507.2458444124371,159.93780771135164,383.5514957488533,1,-1,-1,-1
31,2,23.951737893344216,235.14070139022527,375.3314995799653,903.2858436924108,1,-1,-1,-1
31,1,853.3260826256512,515.1764216162807,156.66656058077191,375.7574620181931,1,-1,-1,-1
32,2,8.173451819912174,239.12706493093765,381.10167462503745,917.2392495356071,1,-1,-1,-1
32,1,834.0996187243572,521.0490532425688,152.8024524540691,368.58443332970734,1,-1,-1,-1
33,2,-7.1248932288683875,240.3432719873568,385.2985081108568,931.7107187081118,1,-1,-1,-1
33,1,817.9984875556343,523.1817999301433,151.0892014765248,366.148419264694,1,-1,-1,-1
34,2,-31.468575963524785,240.17414539379928,389.2616898648542,947.6698675554068,1,-1,-1,-1
34,1,797.4648115898735,521.1022120556786,152.78247579986316,371.59537147870486,1,-1,-1,-1
35,2,-51.081613025831984,243.5800317795991,385.4964851563692,945.9760729813983,1,-1,-1,-1
35,1,779.3178141943467,517.57103978958,156.13223670151962,378.14294834955683,1,-1,-1,-1
36,2,-72.60322043355046,247.4690937855213,386.5526955235246,958.04482898521,1,-1,-1,-1
36,1,757.3453491722452,518.3088492307336,160.75458760979635,386.4442165814708,1,-1,-1,-1
37,2,-92.99162226235603,238.7326480213024,385.53478024220186,964.320947354509,1,-1,-1,-1
37,1,735.988200440368,524.1379295511646,161.89590340354465,387.146658996639,1,-1,-1,-1
38,2,-102.76059915663157,226.30270522841198,381.71877904942954,965.6479270799799,1,-1,-1,-1
38,1,706.7060979607397,530.0603231466915,159.398160317603,380.438686412374,1,-1,-1,-1
39,2,-112.24559637166742,214.75717780306599,375.1621230021083,960.9256946434429,1,-1,-1,-1
39,1,680.6797695889486,528.9256810965587,160.92633028432556,385.0979281378888,1,-1,-1,-1
40,2,-108.12450184740719,200.46565569584482,377.8908665306459,978.6458210397632,1,-1,-1,-1
40,1,648.1716345629651,525.4467215461685,171.30492233113156,411.5458054614441,1,-1,-1,-1
41,2,-97.42870229508162,203.83369156937653,362.3190771025252,949.2943850039065,1,-1,-1,-1
41,1,615.5198170536719,523.8249260535165,188.8982085355133,458.03507269260695,1,-1,-1,-1
42,2,-86.91492597513246,207.28601767142567,355.34663411590816,942.753233930284,1,-1,-1,-1
42,1,590.3083699201699,527.0125117088753,194.97177187602657,477.53637616004386,1,-1,-1,-1
43,2,-82.62931303039844,206.0193187823118,353.1999734489409,945.7315029870566,1,-1,-1,-1
44,2,-83.72038110729399,206.4010705225213,349.4054492595617,945.1749195517602,1,-1,-1,-1
45,2,-77.068691286771,209.7858199506225,344.43160522864224,938.5861727558541,1,-1,-1,-1
46,2,-73.63118594573976,215.7742940698363,341.88866601076194,935.9480976322968,1,-1,-1,-1
47,2,-75.6291472453441,213.6347763348155,347.53412760341655,953.0357456782525,1,-1,-1,-1
48,2,-62.488559585570385,212.6480757889098,350.62190226732633,960.0188249626968,1,-1,-1,-1
